name,cid
5352690,5352690
2733589,2733589
45789860,45789860
522263,522263
11356200,11356200
136710,136710
4736391,4736391
3028223,3028223
10909507,10909507
11713,11713
547873,547873
521140,521140
137701,137701
641044,641044
6999046,6999046
5367499,5367499
641044,641044
6999046,6999046
5367499,5367499
641044,641044
6999046,6999046
69835,69835
18199,18199
